id,label,source,length,hashtags,mentions,urls,upper_ratio,word_count,avg_word_length,digit_count,punctuation_count,pvi,exclamation_density,question_density,has_url,has_mention,caps_word_count,caps_ratio,unique_word_ratio,sensational_count,credibility_count,special_char_ratio,repeated_punct,url_count,hashtag_word_ratio,mention_word_ratio,text_complexity,digit_ratio
731166399389962242,unverified,twitter15,76,2,1,0,0.039473684210526314,10,6.7,4,0,0.3,0.0,0.0,0,1,1,0.1,1.0,0,0,0.06578947368421052,0,0,0.2,0.1,4.450842616853578,0.05263157894736842
714598641827246081,unverified,twitter15,92,0,1,0,0.03260869565217391,13,6.153846153846154,0,0,0.07692307692307693,0.0,0.0,0,1,1,0.07692307692307693,1.0,0,0,0.03260869565217391,0,0,0.0,0.07692307692307693,6.359077749366272,0.0
691809004356501505,non-rumor,twitter15,93,0,1,0,0.06451612903225806,16,4.875,0,0,0.0625,0.0,0.0,0,1,2,0.125,0.9375,0,0,0.03225806451612903,0,0,0.0,0.0625,2.9553976043842223,0.0
693204708933160960,non-rumor,twitter15,100,0,0,0,0.06,16,5.3125,0,1,0.0,0.0,0.0,0,0,2,0.125,0.9375,0,0,0.02,0,0,0.0,0.0,2.0223362109204297,0.0
551099691702956032,true,twitter15,98,1,0,0,0.030612244897959183,16,5.1875,0,1,0.0625,0.0,0.0,0,0,1,0.0625,1.0,0,0,0.030612244897959183,0,0,0.0625,0.0,4.003416509682698,0.0
767223774072676354,non-rumor,twitter15,95,0,0,0,0.06315789473684211,18,4.333333333333333,3,2,0.0,0.0,0.0,0,0,2,0.1111111111111111,0.9444444444444444,1,1,0.021052631578947368,0,0,0.0,0.0,2.285218200133681,0.031578947368421054
715515982584881152,unverified,twitter15,77,0,0,0,0.07792207792207792,16,3.875,2,0,0.0,0.0,0.0,0,0,2,0.125,0.9375,0,0,0.06493506493506493,0,0,0.0,0.0,2.1758618981911515,0.025974025974025976
514106273852174337,true,twitter15,88,0,0,0,0.06818181818181818,15,4.933333333333334,0,0,0.0,0.0,0.0,0,0,2,0.13333333333333333,0.9333333333333333,0,0,0.011363636363636364,0,0,0.0,0.0,1.6918103387266028,0.0
500319801344929795,unverified,twitter15,77,1,1,0,0.07792207792207792,13,5.0,0,1,0.15384615384615385,0.0,0.0,0,1,2,0.15384615384615385,0.9230769230769231,0,0,0.07792207792207792,0,0,0.07692307692307693,0.07692307692307693,3.7003118371709824,0.0
495366618818830336,false,twitter15,67,1,0,0,0.0,11,5.181818181818182,0,2,0.09090909090909091,0.0,0.0,0,0,0,0.0,1.0,0,0,0.05970149253731343,0,0,0.09090909090909091,0.0,2.886274157525008,0.0
532206910796468224,false,twitter15,81,0,0,0,0.07407407407407407,13,5.3076923076923075,0,0,0.0,0.0,0.0,0,0,2,0.15384615384615385,0.9230769230769231,0,0,0.024691358024691357,0,0,0.0,0.0,2.865836309261101,0.0
560187970389819392,false,twitter15,89,1,1,0,0.06741573033707865,14,5.428571428571429,1,0,0.14285714285714285,0.0,0.0,0,1,2,0.14285714285714285,0.9285714285714286,1,1,0.02247191011235955,0,0,0.07142857142857142,0.07142857142857142,3.1102201510110343,0.011235955056179775
531568534066057217,false,twitter15,95,0,1,0,0.031578947368421054,13,6.384615384615385,0,2,0.07692307692307693,0.0,0.0,0,1,1,0.07692307692307693,1.0,0,0,0.06315789473684211,0,0,0.0,0.07692307692307693,3.6276388069389527,0.0
489829414704648192,false,twitter15,101,1,0,0,0.0594059405940594,8,11.75,4,2,0.125,0.0,0.0,0,0,2,0.25,0.875,0,0,0.19801980198019803,0,0,0.125,0.0,11.955647201218342,0.039603960396039604
524925730053181440,unverified,twitter15,140,1,0,0,0.0,22,5.409090909090909,0,3,0.045454545454545456,0.0,0.0,0,0,0,0.0,1.0,1,0,0.04285714285714286,0,0,0.045454545454545456,0.0,2.49834656066569,0.0
766989078294306816,non-rumor,twitter15,90,0,0,0,0.06666666666666667,14,5.5,0,0,0.0,0.0,0.0,0,0,2,0.14285714285714285,0.9285714285714286,0,0,0.022222222222222223,0,0,0.0,0.0,2.692582403567252,0.0
499530130487017472,unverified,twitter15,118,1,0,0,0.025423728813559324,21,4.666666666666667,0,1,0.047619047619047616,0.0,0.0,0,0,1,0.047619047619047616,0.9523809523809523,0,0,0.025423728813559324,0,0,0.047619047619047616,0.0,2.7138679711952394,0.0
520284654755381249,false,twitter15,70,0,0,0,0.04285714285714286,13,4.461538461538462,0,1,0.0,0.0,0.0,0,0,1,0.07692307692307693,1.0,0,0,0.02857142857142857,0,0,0.0,0.0,1.8235799370968766,0.0
767515401831997440,non-rumor,twitter15,98,1,0,0,0.061224489795918366,16,5.1875,4,1,0.0625,0.0,0.0,0,0,2,0.125,0.9375,0,0,0.05102040816326531,0,0,0.0625,0.0,2.068174013471787,0.04081632653061224
565999191982616577,true,twitter15,121,1,0,0,0.024793388429752067,22,4.545454545454546,0,0,0.045454545454545456,0.0,0.0,0,0,1,0.045454545454545456,0.9545454545454546,0,0,0.03305785123966942,0,0,0.045454545454545456,0.0,2.368875312871888,0.0
554343513887105024,false,twitter15,116,0,0,0,0.02586206896551724,18,5.5,2,0,0.0,0.0,0.0,0,0,1,0.05555555555555555,1.0,1,0,0.008620689655172414,0,0,0.0,0.0,3.2015621187164243,0.017241379310344827
767715489485205505,non-rumor,twitter15,92,0,0,0,0.06521739130434782,15,5.2,3,1,0.0,0.0,0.0,0,0,2,0.13333333333333333,0.9333333333333333,0,0,0.03260869565217391,0,0,0.0,0.0,2.3720595832876263,0.03260869565217391
553467311261503488,unverified,twitter15,113,0,0,0,0.0,22,4.181818181818182,1,0,0.0,0.0,0.0,0,0,0,0.0,0.9545454545454546,0,0,0.008849557522123894,0,0,0.0,0.0,2.0810042076835633,0.008849557522123894
553960736964476928,false,twitter15,113,1,0,0,0.02654867256637168,16,6.125,0,3,0.0625,0.0,0.0,0,0,1,0.0625,0.875,0,0,0.035398230088495575,0,0,0.0625,0.0,3.3517719194479807,0.0
500303431928922113,unverified,twitter15,140,1,0,0,0.0,18,6.833333333333333,0,2,0.05555555555555555,0.0,0.0,0,0,0,0.0,0.8888888888888888,0,0,0.02857142857142857,0,0,0.05555555555555555,0.0,2.5,0.0
538900739880665088,unverified,twitter15,102,0,0,0,0.058823529411764705,19,4.421052631578948,2,0,0.0,0.0,0.0,0,0,2,0.10526315789473684,0.9473684210526315,1,0,0.00980392156862745,0,0,0.0,0.0,1.928069377264653,0.0196078431372549
516420964834611201,unverified,twitter15,90,3,0,0,0.03333333333333333,12,6.583333333333333,0,2,0.25,0.0,0.0,0,0,1,0.08333333333333333,1.0,0,0,0.08888888888888889,0,0,0.25,0.0,4.172495922373349,0.0
80080680482123777,false,twitter15,59,0,0,0,0.05084745762711865,10,5.0,0,1,0.0,0.0,0.01694915254237288,0,0,1,0.1,1.0,1,0,0.05084745762711865,0,0,0.0,0.0,3.3763886032268267,0.0
687945926774800385,non-rumor,twitter15,116,0,0,0,0.02586206896551724,22,4.318181818181818,0,1,0.0,0.0,0.0,0,0,1,0.045454545454545456,0.8636363636363636,0,0,0.02586206896551724,0,0,0.0,0.0,2.529577105086641,0.0
436089462326849536,false,twitter15,65,0,0,0,0.046153846153846156,11,5.0,0,0,0.0,0.0,0.0,0,0,1,0.09090909090909091,1.0,0,0,0.0,0,0,0.0,0.0,2.335496832484569,0.0
568589712644026368,false,twitter15,64,1,0,0,0.046875,8,7.125,0,2,0.125,0.015625,0.015625,0,0,1,0.125,1.0,0,0,0.046875,1,0,0.125,0.0,5.732309743899051,0.0
767360696761905153,non-rumor,twitter15,100,2,1,0,0.03,16,5.3125,0,1,0.1875,0.0,0.0,0,1,1,0.0625,1.0,0,0,0.06,0,0,0.125,0.0625,3.8684420313609458,0.0
407231591191035904,true,twitter15,43,0,0,0,0.0,8,4.5,0,3,0.0,0.0,0.0,0,0,0,0.0,1.0,1,0,0.13953488372093023,0,0,0.0,0.0,2.0615528128088303,0.0
505369323922522113,false,twitter15,35,0,0,0,0.08571428571428572,8,3.5,2,0,0.0,0.0,0.0,0,0,1,0.125,1.0,0,0,0.02857142857142857,0,0,0.0,0.0,1.5811388300841898,0.05714285714285714
576513463738109954,unverified,twitter15,79,0,0,0,0.0759493670886076,16,4.0,0,0,0.0,0.0,0.0,0,0,2,0.125,0.9375,0,0,0.0,0,0,0.0,0.0,1.9685019685029528,0.0
689214940679409664,non-rumor,twitter15,46,1,0,0,0.0,8,4.875,2,0,0.125,0.0,0.0,0,0,0,0.0,1.0,1,0,0.043478260869565216,0,0,0.125,0.0,2.368411915187052,0.043478260869565216
522782267215982592,unverified,twitter15,121,1,1,0,0.024793388429752067,18,5.777777777777778,0,0,0.1111111111111111,0.0,0.0,0,1,1,0.05555555555555555,0.9444444444444444,0,0,0.03305785123966942,0,0,0.05555555555555555,0.05555555555555555,3.4084137000395485,0.0
387233034350514176,false,twitter15,136,1,0,0,0.0,26,4.269230769230769,0,3,0.038461538461538464,0.0,0.007352941176470588,0,0,0,0.0,0.9615384615384616,1,0,0.03676470588235294,0,0,0.038461538461538464,0.0,3.3461538461538463,0.0
693554344298467328,non-rumor,twitter15,56,0,0,0,0.10714285714285714,12,3.75,0,0,0.0,0.0,0.0,0,0,2,0.16666666666666666,0.9166666666666666,0,0,0.017857142857142856,0,0,0.0,0.0,1.689427911059441,0.0
706665777332621314,unverified,twitter15,116,1,1,0,0.0,16,6.3125,4,3,0.125,0.0,0.0,0,1,0,0.0,1.0,0,0,0.06896551724137931,0,0,0.0625,0.0625,3.9166112584733246,0.034482758620689655
531530591427391488,unverified,twitter15,56,0,0,0,0.05357142857142857,9,5.333333333333333,0,0,0.0,0.0,0.0,0,0,1,0.1111111111111111,1.0,0,0,0.0,0,0,0.0,0.0,2.449489742783178,0.0
532199717594497024,false,twitter15,64,0,0,0,0.09375,12,4.416666666666667,2,0,0.0,0.0,0.0,0,0,2,0.16666666666666666,0.9166666666666666,0,0,0.046875,0,0,0.0,0.0,2.7826346428439996,0.03125
503498696273965056,unverified,twitter15,106,0,0,0,0.02830188679245283,19,4.631578947368421,3,3,0.0,0.0,0.0,0,0,1,0.05263157894736842,1.0,0,0,0.08490566037735849,0,0,0.0,0.0,1.8697178598243802,0.02830188679245283
553184482241814530,unverified,twitter15,112,1,0,0,0.0,19,4.947368421052632,0,1,0.05263157894736842,0.0,0.0,0,0,0,0.0,1.0,0,0,0.03571428571428571,0,0,0.05263157894736842,0.0,3.2195731036162365,0.0
692838349036326912,non-rumor,twitter15,70,0,0,0,0.04285714285714286,13,4.461538461538462,0,4,0.0,0.0,0.0,0,0,1,0.07692307692307693,0.9230769230769231,0,0,0.08571428571428572,0,0,0.0,0.0,1.598816130063579,0.0
580320684305416192,unverified,twitter15,116,1,0,0,0.02586206896551724,18,5.5,10,2,0.05555555555555555,0.0,0.0,0,0,1,0.05555555555555555,0.9444444444444444,0,0,0.04310344827586207,0,0,0.05555555555555555,0.0,3.0413812651491097,0.08620689655172414
514057033419849728,true,twitter15,94,0,0,0,0.06382978723404255,15,5.333333333333333,0,1,0.0,0.0,0.0,0,0,2,0.13333333333333333,0.9333333333333333,0,0,0.05319148936170213,0,0,0.0,0.0,2.8674417556808756,0.0
693696168908423168,non-rumor,twitter15,83,0,0,0,0.07228915662650602,13,5.461538461538462,2,4,0.0,0.0,0.0,0,0,2,0.15384615384615385,0.9230769230769231,1,0,0.060240963855421686,0,0,0.0,0.0,3.365329669881132,0.024096385542168676
550284252672450560,unverified,twitter15,103,0,0,0,0.02912621359223301,16,5.5,0,0,0.0,0.0,0.0,0,0,1,0.0625,1.0,1,0,0.02912621359223301,0,0,0.0,0.0,2.6457513110645907,0.0
407167258452971520,true,twitter15,91,1,0,0,0.06593406593406594,15,5.133333333333334,0,0,0.06666666666666667,0.0,0.0,0,0,2,0.13333333333333333,0.9333333333333333,0,0,0.054945054945054944,0,0,0.06666666666666667,0.0,3.138293945583952,0.0
509464457836511232,true,twitter15,102,0,0,0,0.0,16,5.4375,1,5,0.0,0.0,0.0,0,0,0,0.0,1.0,0,0,0.06862745098039216,0,0,0.0,0.0,3.061224224064614,0.00980392156862745
499612545909415938,unverified,twitter15,139,2,0,0,0.0,21,5.666666666666667,1,4,0.09523809523809523,0.0,0.007194244604316547,0,0,0,0.0,0.9523809523809523,0,0,0.09352517985611511,0,0,0.09523809523809523,0.0,4.378881498122913,0.007194244604316547
692892472729415680,non-rumor,twitter15,30,0,0,0,0.2,6,4.166666666666667,0,1,0.0,0.0,0.03333333333333333,0,0,2,0.3333333333333333,0.8333333333333334,0,0,0.03333333333333333,0,0,0.0,0.0,1.8633899812498247,0.0
527131140721623040,unverified,twitter15,89,2,0,0,0.06741573033707865,12,6.5,0,2,0.16666666666666666,0.0,0.0,0,0,2,0.16666666666666666,0.9166666666666666,0,0,0.0449438202247191,0,0,0.16666666666666666,0.0,2.692582403567252,0.0
726043971911213057,unverified,twitter15,73,0,0,0,0.0410958904109589,12,5.166666666666667,3,2,0.0,0.0,0.0,0,0,1,0.08333333333333333,1.0,0,0,0.0410958904109589,0,0,0.0,0.0,2.153807997220014,0.0410958904109589
730939370765754368,unverified,twitter15,81,1,0,0,0.07407407407407407,14,4.857142857142857,4,1,0.07142857142857142,0.0,0.0,0,0,2,0.14285714285714285,0.9285714285714286,0,0,0.024691358024691357,0,0,0.07142857142857142,0.0,2.44532039551767,0.04938271604938271
693806234026188801,non-rumor,twitter15,75,0,0,0,0.04,13,4.846153846153846,0,0,0.0,0.0,0.0,0,0,1,0.07692307692307693,1.0,0,0,0.02666666666666667,0,0,0.0,0.0,1.6098807335735654,0.0
692082337333534720,non-rumor,twitter15,93,0,1,0,0.06451612903225806,14,5.714285714285714,0,1,0.07142857142857142,0.0,0.0,0,1,2,0.14285714285714285,0.9285714285714286,0,0,0.043010752688172046,0,0,0.0,0.07142857142857142,2.813959371941744,0.0
551117430345711616,false,twitter15,96,0,0,0,0.0625,14,5.928571428571429,0,0,0.0,0.0,0.0,0,0,2,0.14285714285714285,0.9285714285714286,0,0,0.010416666666666666,0,0,0.0,0.0,2.7114646994431864,0.0
407161635439013888,true,twitter15,90,0,0,0,0.0,16,4.6875,0,4,0.0,0.0,0.0,0,0,0,0.0,0.9375,1,0,0.044444444444444446,0,0,0.0,0.0,2.0530084632071053,0.0
561280944045576192,false,twitter15,102,1,2,0,0.058823529411764705,14,6.357142857142857,0,0,0.21428571428571427,0.0,0.0,0,1,2,0.14285714285714285,0.9285714285714286,0,0,0.058823529411764705,0,0,0.07142857142857142,0.14285714285714285,4.13361037035151,0.0
723365789378584578,unverified,twitter15,83,3,0,0,0.03614457831325301,12,6.0,0,2,0.25,0.0,0.0,0,0,1,0.08333333333333333,1.0,0,0,0.060240963855421686,0,0,0.25,0.0,2.9154759474226504,0.0
532106726539939841,false,twitter15,56,0,0,0,0.10714285714285714,10,4.7,0,1,0.0,0.0,0.0,0,0,2,0.2,0.9,0,0,0.03571428571428571,0,0,0.0,0.0,2.2825424421026654,0.0
689719109785907200,non-rumor,twitter15,118,1,0,0,0.025423728813559324,19,5.2631578947368425,2,0,0.05263157894736842,0.0,0.0,0,0,1,0.05263157894736842,1.0,1,1,0.01694915254237288,0,0,0.05263157894736842,0.0,3.7111794871166723,0.01694915254237288
561952533942661120,false,twitter15,102,1,2,0,0.058823529411764705,14,6.357142857142857,0,0,0.21428571428571427,0.0,0.0,0,1,2,0.14285714285714285,0.9285714285714286,0,0,0.058823529411764705,0,0,0.07142857142857142,0.14285714285714285,4.13361037035151,0.0
550038665653542913,false,twitter15,97,0,0,0,0.061855670103092786,17,4.764705882352941,0,0,0.0,0.0,0.0,0,0,2,0.11764705882352941,0.8823529411764706,0,0,0.0,0,0,0.0,0.0,2.7765702873425755,0.0
519348106836860929,true,twitter15,88,0,0,0,0.06818181818181818,15,4.933333333333334,4,3,0.0,0.0,0.0,0,0,2,0.13333333333333333,0.9333333333333333,1,1,0.056818181818181816,0,0,0.0,0.0,2.4890872936792627,0.045454545454545456
387007120689737729,false,twitter15,125,0,0,0,0.0,22,4.7272727272727275,0,2,0.0,0.0,0.0,0,0,0,0.0,0.9545454545454546,1,0,0.024,0,0,0.0,0.0,2.0928844424038795,0.0
525327108520673281,unverified,twitter15,100,0,0,0,0.06,15,5.733333333333333,0,0,0.0,0.0,0.0,0,0,2,0.13333333333333333,0.9333333333333333,1,0,0.04,0,0,0.0,0.0,3.855155278613589,0.0
450341615979069440,false,twitter15,93,0,2,0,0.03225806451612903,12,6.75,0,5,0.16666666666666666,0.0,0.010752688172043012,0,1,1,0.08333333333333333,1.0,0,0,0.08602150537634409,0,0,0.0,0.16666666666666666,4.866980583482946,0.0
387281927427727360,false,twitter15,86,1,0,0,0.06976744186046512,16,4.4375,0,1,0.0625,0.0,0.0,0,0,2,0.125,0.9375,0,0,0.03488372093023256,0,0,0.0625,0.0,1.4986973510352248,0.0
